;Column1;level_0;Id;Text;Label
228;228;16780;16780;"@blackgreenrevol @willemL87 @AmosVenema @LieblBoris @Vornerbauer @norwichruesse @BlogAgrar @HofstetGP @AnneSpallek Die Praxis zeigt aber leider: Wer bei uns einen neuen ""Laufstall"" baut lässt oft seine Kühe immer mehr IM Stall. Da gehen die Weidegangtage schnell zurück und das Tor auf und schnell auf die Fläche hinterm Hof wird auch schon als Weidegang gezählt, egal ob da Grass steht🤪";Choose�
229;229;84603;84603;@janoschdahmen Man kann das ganze einfach nicht mehr ernst nehmen. Falls ihr es noch nicht mitbekommen habt, niemand will euch und niemand hat mehr bock auf eure Grütze, provoziert ruhig weiter 😂;Choose�
230;230;40421;40421;"@LumpiNachbars @recrutainment @RAinDiercks @MarcoBuschmann @fdpde @spdde @Die_Gruenen @c_lindner Haben Sie den Tweet nicht verstanden? Es ging um Ihr ""keine Sau gejuckt"". Das ist einfach Unsinn. Kinder müssen u.U. sogar wg. Läusen zu Hause bleiben.";Choose�
231;231;13847;13847;@AufstandLastGen @OlafScholz @cem_oezdemir Arbeitsloser wichser😅😅;Choose�
232;232;27975;27975;@IchBinsPepe @MB234340993 @MarcoBuschmann „Laber keinen Mist zahlen zeigen das selbst mit maske keinen nennenswerten Unterschied zu keiner Maske gibt […]“ Wenn es so wäre, wäre mir sogar Ihre Gossensprache egal. Gott sei Dank ist es nicht so bei Masken. Medizinisches Personal kann Ihnen das auch professionell erklären.;Choose�
233;233;63392;63392;@malteingver @HeinzeParsifal @Karl_Lauterbach Unkraut vergeht nicht;Choose�
234;234;53293;53293;@Karl_Lauterbach Ich lebe seit 37 Jahren fleischfrei. Aber die Bevormundung durch diesen dämlichen Menschen widert mich so an, dass ich ein Schwein auf Toast verschlingen würde, nur um ihn in die Eier zu treten.;Choose�
235;235;77773;77773;"@janoschdahmen In welchem scheiss Universum lebst du Vogel eigentlich? Wie soll ein Impfstoff, der weder sterile Immunität,noch einen schweren Verlauf verhindert helfen?
Du gehörst eingekerkert aber sofort.";Choose�
236;236;41485;41485;Es ist schon LUSTIG, wenn von einer der @c_lindner Partei FDP🤢 Angehörigen, das Wort #Wendehals in den Mund genommen wird, eine Aussage der #FDP 🤢hat doch KEINE Halbwertzeit von mehr als 5 Minuten, Lieber Lügen als gar nicht regieren, Deine @FDP https://t.co/AZx8ucwPid;Choose�
237;237;29190;29190;@nordmann80 @FSchonbrunner @MarcoBuschmann So ist es..stehend sterben statt Kommunisten Sklave am Arsch ,,,wegklicken macht die scheisse allein;Choose�
238;238;44505;44505;"@KellerNews @BerlinerHedoni1 @stohr_klaus WAHN 
SINN!!!,
was man sich in diesem Land inzwischen für eine dumme Scheiße von @Karl_Lauterbach anhören muss. Und dieses Trottelland 🇩🇪 macht einfach weiter! Ich hatte noch NIE viel Respekt für meine Mitmenschen über. Aber seit Corona sinkt meine Achtung wirklich ins Bodenlose.";Choose�
239;239;23231;23231;@spdde @Bundeskanzler @OlafScholz Lars Klingbeil, wo war die SPD als die Amerikaner in den letzten 40 Jahren so viele illegale Angriffskriege gemacht haben, und so viele Regime Change durchgeführt haben? Frage wirklich nur weil ich kein Esel vor mir habe sondern einen klugen Menschen.;Choose�
240;240;79267;79267;‚entnazifizierung‘ meint jede freiheitsliebende bürgerin und jeden freiheitsliebenden bürger der ukraine. es droht hier eine ‚säuberung‘.. und wie eine grüne wie @ABaerbock sich hier nicht für waffenlieferungen stark machen kann, ist mir ein rätsel. https://t.co/4ySc7io7wz;Choose�
241;241;30873;30873;"@MarcoBuschmann @BILD Warum eigentlich immer BILD? 

Sind Sie von denen gekauft und müssen immer wieder liefern? 

Es ist langsam lächerlich. Ihr Ministerium hat eine Website. Wenn Sie der Bevölkerung etwas zu sagen haben, dann nutzen Sie bitte endlich die offiziellen Kanäle.";Choose�
242;242;68624;68624;@ZwischenrufMdB @Tino_Chrupalla @LindaTeuteberg für eine abgesetzte , farblose Ex-Generalsekräterin ECHT M FRECH.. aber ohne der Afd zu hofieren, reißt die Emporkömmling selbst nur die große klappe auf.. #StillSein;Choose�
243;243;71440;71440;@ninastahr @BriHasselmann @GrueneBundestag Das ist doch ein Glas voll dreck, eher mist. Passend.;Choose�
244;244;45505;45505;@ORonnisch @helgelindh @DuezenTekkal Du Spinner kennst keine Details und kennst keine Hintergründe und unterstellst hier gleich ein Verbrechen. Du bist echt der klassische SofaHeld. Wie peinlich;Choose�
245;245;52311;52311;@marcfriedrich7 @Karl_Lauterbach Der soll mal ohne seine Leibwächter jemanden zur Impfung zwingen 🤣🤣 einfach nur lächerlich der Typ;Choose�
246;246;66042;66042;"@AfDProtschka Ich lass das da jetzt mal so stehen, weil ich überhaupt keine Lust mehr hab, mir da irgendwas überlegen zu müssen, damit der Vogel von der #fckafd das auch versteht.
Es nützt ja auch einfach nix. Also ""Einfache Sprache""-Modus an.";Choose�
247;247;20819;20819;#zdffrontal @ZDFfrontal Seit 2 Wochen macht ZDF unaufhörlich Front gegen Bezug von Öl, Gas u Kohle aus Russland. Und hat trotzdem gerade einmal geschafft, 55 % der Bevölkerung zielgerichtet zu beeinflussen. Schlechtes Ergebnis. @heutejournal @OlafScholz @ABaerbock @tagesthemen;Choose�
248;248;62714;62714;@kobieyashi @Karl_Lauterbach Ich kann es natürlich nicht beweisen, es fällt mir nur in meinen Umfeld auf. Hinzu kommt noch eine neue Krebs Diagnose bei einer Bekannten. Beweisen müsste Pfizer eigentlich, dass es nicht sein kann. Gibt es toxikologische Untersuchungen?;Choose�
249;249;73734;73734;@Karl_Lauterbach @janoschdahmen Lauterbach... du bist so lächerlich;Choose�
250;250;67486;67486;@StBrandner @AfD Muss wird mit Doppel „s“ geschrieben! Bitte wiederholen sie noch einmal Rechtschreibung für Anfänger;Choose�
251;251;62265;62265;@vt27kolt11 @Leonida47077574 @WeingartenDE @betablogr @Michael_Kunz @miaumiau1975 @CeglarM @Velofisch @dieMaehms @ArnoldSchiller @RAStadler @Freihei89070736 @Clauduella_ella @Granata64 @immellocker @RolfMeissler @BertelsenDr @kchr_grr_krch__ @ichbinschoener @jaquearnoux @pdfkungfoo @AK_Meier @Kachelmann @WOLKEFN @qnbechtel @HerrPhteven @tourmas @gothp1 @BerndPaysan @transimagine @CarstenBKK @schautnichtweg @DaToby98 @me2birdie @polis2_0 @3009Lui @oju1305 @EskenSaskia @Oldperl @yonny_s @schoos76 @christophnebgen @energisch_ @uweplus @jensspahn @Karl_Lauterbach @Markus_Soeder @MPKretschmer @MarcoBuschmann @stohr_klaus Das Abschlachten von Tieren fände ich auch sehr schrecklich, denke da an die vielen Nerze in Dänemark oder die niedlichen aber ansteckenden Hamster in HongKong, die man wohl in großer Zahl töten musste...;Choose�
252;252;51423;51423;@Karl_Lauterbach Kalle, steig endlich ab. Dein Gaul ist tot.;Choose�
253;253;80047;80047;@DJanecek Das Problem ist nicht die Plandemie. Das Problem sind Grüne. Typen wie Sie, die von nichts eine Ahnung haben, aber hochbezahlt und nutzlos in Parlamenten und Ausschüssen rumgammeln, und sich mit ihrem sehr eingeschränkten Intellekt Zwangsmaßnahmen für freie Bürger ausdenken 🤮;Choose�
254;254;52160;52160;@JSchokominzaK @Doktor_FreakOut @Karl_Lauterbach Wenn für diese Koalition Menschen sterben müssen ist sie einen Dreck wert. Wer sich so verhält ist nicht für die Regierung geeignet und da gibt es auch keine Entschuldigung.;Choose�
255;255;36896;36896;@n_roettgen Röttgen Atlantischer Dummschwätzer der Amis !;Choose�
256;256;61011;61011;"@karlheinz_e @Karl_Lauterbach Ich hab diese Bande der #sogAfD so verflucht satt.
Nichts als Unruhe und Hetze, gepaart mit Lügen und Unterstellungen können sie verbreiten.
Was sind das nur für miese, erbärmliche Gestalten?
Abschaum, das sich am Leid anderer ergötzt.
Sorry, ist nicht mein Tonfall eigentlich. 😡";Choose�
257;257;9140;9140;"@Zettelnotizen @_Alex_Berlin @lisapaus @Ch_Wapler @madame_bauch @vandrey_petra @LeviHallo @SE_Weise @janevabr @AnsgarGusy @JakobMatti Ich arbeite mir grad echt den Arsch ab, um eine rechtssichere Begründung für die Festsetzung zu finden und hab gestern bis 6 Uhr noch die Unterlagen aus der Akteneinsicht durchgearbeitet.

Ich verzichte auf Schlaf, Freizeit und werde am Ende auch noch angegriffen…";Choose�
258;258;36541;36541;@TKuban96 Und wartest du 8 Jahre? Ach es war ja nicht in den Propaganda Medien ,sorry ich vergaß. Cool ,wenn man keinen Job hat und einfach mal Held spielen kann. Maske nicht vergessen! Und ne Rote Nase ,nicht das man Dich als Nazi verwechselt.;Choose�
259;259;11963;11963;"@MariaKlSchmeink Welche Schutzmaßnahmen haben uns denn gegenseitig geschützt?

Lockdowns? Nutzlos.
Masken? Nutzlos.
Ausgangssperren und Verweilverbote? 

Ach so: ""2G""  - infizierte Geimpften, verbreiten ungetestet das Virus.

Die Impfung? Äh. ""haut voll rein""
https://t.co/UNUeglMp1Z";Choose�
260;260;37013;37013;@n_roettgen Sie sind ein ekelhafter Kriegstreiber und Hetzer auf gut Deutsch, ein Arsch...h.;Choose�
261;261;32993;32993;"@n_roettgen Nein nicht wir haben jetzt Krieg sie Torfnase … Russland und Ukraine hat Krieg … wenn SIE mitmachen wollen melden sie sich doch …
Gab es eine Volksabstimmung über die Sanktionen die UNS trifft ? Oder wurde uns eine Zwangssolidarität befohlen ? Denken sie mal darüber nach …";Choose�
262;262;48259;48259;Wenn es einer Regierung scheißegal ist wieviele Bürgerinnen und Bürger an #COVID19 krepieren, dann bist du in #Deutschland mit @OlafScholz als @Bundeskanzler und @Karl_Lauterbach als #Gesundheitsminister;Choose�
263;263;63123;63123;@AgentSmith1221 @ClaudiaHagan2 @Karl_Lauterbach Halt einfach mal dein ungezogenes Maul.;Choose�
264;264;42260;42260;@c_lindner Heuchler 😖;Choose�
265;265;53110;53110;"@Karl_Lauterbach @AfD Nur weil AfD &amp; Twitter Trolle etwas gegen Sie schreiben, heisst das nicht im geringsten, dass Sie etwas ""gut"" gemacht haben. Es ist auch kein ""Ritterschlag"". Sie werden ohne Blick auf die AfD danach beurteilt was Sie tun! Spoiler: Das Urteil fällt recht negativ aus! #NoMandates";Choose�
266;266;74755;74755;@dtrickb @janoschdahmen ganz armer Schlucker, der einem leid tun muss;Choose�
267;267;14447;14447;@candy_pancakes @EskenSaskia Genau, die haben ja auch regiert, die Grünen. Und Frau Merkel gehört ja wohl Ihrem Verein an. 16 Jahre die Karre in den Dreck fahren und zu feige dafür die Verantwortung zu übernehmen. Ich wiederhole mich #NieMehrCDUCSU;Choose�
268;268;60321;60321;"@Bundeskanzler Hab mal ein paar der Antworten durchgelesen ...
Ganz ehrlich Herr Bundeskanzler 😴 @OlafScholz ??? Sie hatten so was von fertig, bevor Sie überhaupt angefangen hatten...
#nichtmeinkanzler ...
Packen Sie Ihren Koffer und nehmen mit:@ABaerbockArchiv @Karl_Lauterbach";Choose�
269;269;47470;47470;@Karl_Lauterbach Das Gesundheitssystem und die Bürger werden doch seit langer Zeit an die Wand gefahren+ausgemergelt. Zwischenintensiv geschlossen, Betten reduziert, Personal in GmbHs ausgesourct, Zulagen gestrichen, mangelnde Hygiene in KH wegen unqualifiziertem Reinigungspersonal. Endlos Keime;Choose�
270;270;14886;14886;"@BMAS_Bund @hubertus_heil Und wieder wird diese Sau durchs Dorf getrieben. War ja klar, dass das von Ihnen kommt. Es stimmt einfach nicht. Hier sollen einfach nur Frauen gegen Männer ausgespielt werden. #Spaltung der Gesellschaft ist #GenderPayGap , nichts weiter.

https://t.co/X2WZM28vdH";Choose�
271;271;39621;39621;@n_roettgen So ein dumm Schwätzer und Hetzer;Choose�
272;272;60576;60576;@Karl_Lauterbach Ziemlich überflüssige Arbeit. Es sei denn, man bekommt von der Pharmalobby ordentlich Kohle in den Arsch geblasen...;Choose�
273;273;52645;52645;@CanselK @GorillasWorkers @_verdi @jo_wenckebach @mbechert Get Rich? Sie wissen schon, dass sich das Geschäftsmodell nicht trägt? Sollen die Mitarbeiter doch einfach kündigen wenn sie kein Bock mehr haben.;Choose�
274;274;12871;12871;@BauerWilli_org @cem_oezdemir @bmel Photovoltaik Infrastruktur sehr zügig auszubauen muss unbedingt hohe Priorität haben. Wir müssten längst weiter sein. Leider hat das die Vorgänger Regierung massiv behindert.;Choose�
275;275;79687;79687;@Hallaschka_HH @ABaerbock Die Russen lachen sich doch krumm über die BaerBock. #Lachnummer Wer soll jemanden ernst nehmen, der oder die keinen Satz fehlerfrei aussprechen kann?!;Choose�
276;276;6235;6235;@Beatrix_vStorch Lustig, wie Frau Storch ihr eigenes Hetzblatt angeblich kritisiert. Wahrscheinlich ist sie sauer, dass Russland kein Schmiergeld mehr überweist.;Choose�
277;277;53661;53661;@BILD @springerevo1991 Mir egal ich sage in einem Land der Meinungsfreiheit meine Meinung: Ein Psychopath @Karl_Lauterbach;Choose�
278;278;66077;66077;@EnricoKomning friendly reminder: wenn man scheiße blau anmalt, bleibt es immer noch scheiße.;Choose�
279;279;23472;23472;@AufstandLastGen @BuergerratKlima @OlafScholz 80%? Lächerlich 😆☝🏼;Choose�
280;280;41402;41402;"@csu_bt @c_lindner @BMF_Bund Wollt Ihr diesen Wirrkopf wirklich weiter södern lassen? Das einzige, was man aus dessen Wörtern heraushören kann: ich will wieder Geld von der #Autolobby!

#KorruptionIstTödlich";Choose�
281;281;40263;40263;@f_schaeffler @c_lindner Und wieder Mal wird einem klar, die EU und vor allem Deutschland sind absoluter Versager in Sachen Innovation und Vorschritt. Wir werden von veralteten Vorgehensweisen zerstört! Bald sind wir wieder als Entwicklungsland einzustufen ! @c_lindner der einzige Mann mit Weitsicht !;Choose�
282;282;32894;32894;"@PeterHeidtFDP @fdpbt Was soll diese konstruierte Verbindung?

Nach den News wurden zwei ""durchgeknallte Jäger"" für die furchtbaren Morde verhaftet.

Ich bin selbst (evtl. bald Ex-?)FDP-Wähler, Gegner einer Impfpflicht und diverser weiterer sinnfreier Maßnahmen.

Was wollen Sie Menschen wie mir sagen?";Choose�
283;283;9324;9324;@gruene_rlp @GruenerWinkler @Bina_Khan_ Armselige Horde von Versagern. Ihr widert mich an! 🤮;Choose�
284;284;79534;79534;"@AufstandLastGen @RenateKuenast @diegruenen @BriHasselmann @Ricarda_Lang @cem_oezdemir @BuergerratKlima Entspricht nicht meinem Willen &amp; vertritt nicht meine Meinung! Die Aktionen sind mit nichts zu rechtfertigen. Die Kinder der Aktivisten werden gefragt werden, warum ihre Eltern mit Lebensmitteln schmeißen, Handwerker im Berufsverkehr behindern, RTW’s im Einsatz aufhalten. #stupid";Choose�
285;285;75877;75877;@DJanecek Was wollt ihr Spacken denn? Hättet ihr mal die Innenstädte nicht tot gemacht in den letzten zwei Jahren, hätten die Menschen vielleicht noch einen Anreiz das Auto zumindest am Wochenende in der Stadt stehen zu lassen. Die ganze Zeit fordern aber nichts bieten, widerlich.;Choose�
286;286;37938;37938;"@_FriedrichMerz Natürlich, sie Transantlantikblackrockmillionär...am besten das tolle Amifracking Gas rüber per Schiff...gibtn netten Film namens ""Gasland"" was dieser Mist so alles anrichtet, aber das is dem Herr Millionär natürlich wurscht, Hauptsache seine Agenda wird durchgezogen";Choose�
287;287;85338;85338;@Grund_gesetzt @janoschdahmen Wieso bitte lacht Frau Maischberger ao als ob da gerade ein Irrer spricht? 😳;Choose�
288;288;8970;8970;@max_lucks Rentner dürfen frieren. Im Grab ist ja sowieso kalt, dann muss man sich frühzeitig daran gewöhnen? Ist das ihre soziale Komponente? Ich fass es nicht. Was für Stümper;Choose�
289;289;17173;17173;"@till_steffen Schleich dich du Faschist!!
Ihr Heuchler seit jetzt komplett abgehoben.
Vergiss nicht: 85,2% haben euch Pseudo Grüne NICHT gewählt. 
Weise dich zusammen mit Lauterbach und Dahmen in eine geschlossene ein";Choose�
290;290;56150;56150;@Eddy_Bernayz @Karl_Lauterbach @Eddy_Bernayz Ihr Fleisch Fresser habt uns den ganzen Corona Mist eingebrockt. Der Virus kam nicht von Brokkoli!!!!!;Choose�
291;291;73351;73351;@GrueneBundestag @emiliafester Klar, Ihr seid je genauso bescheuert. Eine Schande für Frauen, eine Schande für den Bundestag, eine Schande für Deutschland. Dumm geboren, Hälfte vergessen, nichts dazugelernt. #Dankefuernichts #Heuchler #GruenerMist;Choose�
292;292;63759;63759;@Karl_Lauterbach Amateur bei der Arbeit https://t.co/T3wKbtyhUG;Choose�
293;293;21708;21708;Hat ja auch lange genug gedauert. #Scholz @OlafScholz du feige Schnecke. https://t.co/t0BKVe8IbN;Choose�
294;294;48585;48585;@helmut_kleebank @Karl_Lauterbach unwürdig bist du Clown;Choose�
295;295;77187;77187;Verlogener Menschenfeind @janoschdahmen https://t.co/whdjY5yn0t;Choose�
296;296;39870;39870;@DoroBaer @DaniLudwigMdB @_FriedrichMerz @pablocasado_ @CDU @populares @csu_bt Abbruch würde besser passen, denn auf die Beine gestellt habt ihr bis jetzt nichts. #niemehrcducsu #heuchler #luegen;Choose�
297;297;5992;5992;"@RalfZeckovich @Rene_Springer @Holzmichel14 Nein mein lieber! 
Du Deine ! Aber so richtig dumm, muss doch schon wehtun der Regierung und Presse so im Arsch zu stecke 👍🏻 
Schönes Arschkriecher Leben noch !";Choose�
298;298;1695;1695;"@SWagenknecht Warum ""#Scholz &amp; #Baerbock""? Wenn, dann doch die Ukraine? Und wenn wirklich, könnte Russland doch einfach das Blutvergießen einstellen und sich zurückziehen. Ein einziger blödsinniger, unlogischer Quark!";Choose�
299;299;23495;23495;@AufstandLastGen @leabonasera @OlafScholz Geltungssüchtige Kackbratze.;Choose�
300;300;38289;38289;@shiryo39369585 @sfi61 @n_roettgen Simmt. Kleiner Falke.;Choose�
301;301;12233;12233;"@Torsten69801933 @zoe_gruene Ich habe diesen Text nun schon einige Male von und mit diesen Grünen Pappnasen auf Twitter gesehen.
Als wenn die hier ihren Kollektiv beweisen wollten.
Ein Haufen Unwissender Schranzen !";Choose�
302;302;80239;80239;"@abaerbock

Danke für Stopp der #NordStream2-Zertifzierung.

Wenn #Putin ein #Verbrecher ist:
- Erhält auch der #Verbrechergehilfe #Schröder endlich seine verdienten personenbezogenen #Sanktionen? 
- Schließen Sie sein #Bundestagsbüro. Stoppen Sie die Staatssubventionen.";Choose�
303;303;61854;61854;@j1mi1 @58BrunoBrunello @TiloJung @Karl_Lauterbach Nein, mit Intelligenz oder Schulbildung hat das nicht unbedingt was zu tun. Genug Menschen mit weniger Intelligenz haben sich dennoch impfen lassen. Insofern ist es nicht (nur) dumm sich nicht impfen zu lassen sondern eher ignorant, fehlinformiert und/oder verblendet.;Choose�
304;304;28853;28853;@MarcoBuschmann Und genau das ist verantwortungslos 🤮 dieser Möchtegern Freiheitswahn… nie wieder FDP, die den Tod von Mitmenschen jetzt billigend in Kauf nimmt… keine Ahnung von Aerosolen! Was für eine Partei!;Choose�
305;305;6031;6031;"@Alice_Weidel Mein Gott bist du eine verpackte Hackfresse.
ES SIND STEUERN! DIE KOMMEN ALLEN ZU GUTE.
DU BIST BLÖDER ALS EIN ASTLOCH.!
VERDACHTSFALL!!!!!@@@";Choose�
306;306;53484;53484;"@KatjaMast ich könnte k......
Wehrhafte Demokratie???
Wo genau?
Uns wurden und werden immer noch unverhältnismässig Grundrechte genommen und sollen zwangsgeimpft werden.
Kritiker werden diffamiert und ""versetzt"".
Ich weiss nicht in welcher Blase sie leben?";Choose�
307;307;19262;19262;"@Markus_Wojahn @RomanGrabolle @VriesChristoph @MatthiasHauer Tun sie sich keinen Zwang an, Herr Hauer mochte nicht, daß ich ihm msngelnden Anstand bescheinigte &amp; hat mich bereits geblockt.
Sie dürfen das auch gern!
Und vergessen sie nicht, auch Herrn #Ploss zu informieren, der in meinem Tweet keinen Platz mehr fand!
Ihr widert mich an! https://t.co/zB8PPQcG7z";Choose�
308;308;8844;8844;@Beatrix_vStorch @jamila_anna @KathrinAnna ok, Frau Storch ist jetzt komplett kaputt. Was soll denn dieser Blödsinn? Haben Sie wirklich nichts wichtigeres zu twittern, als diesen Schmarrn? Kommt das bei Ihren Followern so gut an? Scheinbar. Kaputte AFD Leute regen sich über die Outfits der Grünen auf. 🤦‍♂️🤦‍♂️🤦‍♂️;Choose�
309;309;61252;61252;@Ben83497428 @der_alex12 @Karl_Lauterbach Wie oft soll ich mich denn impfen lassen? Erst passt der Stoff nicht, dann jener angeblich besser….nur noch lächerlich.;Choose�
310;310;48996;48996;@Markus_Soeder @Karl_Lauterbach Ach Markus, schnell Deine bayrische Freseenwindel auf und ja keinen Blick über den Gartenzaun werfen. Ihr seid die Geisterfahrer und Hofnarren der ganzen Welt, oder ihr 🐷habt Gefallen daran gefunden, bissl Herrgott zu spielen, beides geht nicht gut aus😊;Choose�
311;311;11200;11200;@Ricarda_Lang Ihr baut Mist und wir müssen es ausbaden, am Arsch!;Choose�
312;312;78117;78117;@SStrabis @ABaerbock Nein bisher bin ich nicht überzeugt -  sie wird ja ihren Kindern wohl auch nicht raten wenn gestritten wird immer noch eine Keule zu schwingen sondern verhandeln und Angebote machen das das aggressive Kind wieder mit ins Boote genommen werden kann;Choose�
313;313;50060;50060;@Trickywuh @Karl_Lauterbach Oh schaut, ein idiot! https://t.co/W0ikUJWosx;Choose�
314;314;84708;84708;@janoschdahmen @tagesschau @dpa Das ist so lächerlich. Der Wieler ist nun mal da- überschwängliches Lob hat er sicher nicht verdient. Zu Beginn wurde die Gefahr vom RKI unterschätzt und kleingeredet. Dann wurden Masken als nutzlos eingeschätzt. Von der Verkürzung des Genesenenstatus ganz zu schweigen…….;Choose�
315;315;27249;27249;"@CarmenWegge Ich habe nur eine Frage:
Warum drückt sich die Ampel darum Konsumenten kurzfristig zu entkriminalisieren?

No more.. No less..

#200Milligram zeigt, wie wichtig das ist &amp; mit 219a war es ebenfalls möglich.";Choose�
316;316;27510;27510;@janoschdahmen @dieschmidt @till_steffen @MAStrackZi @KatrinHelling @DirkWieseSPD Lesen wir (das Volk) andere RKI Wochenberichte als Sie? Sind andere Länder die lockern und keine Impflicht einführen einfach zu blöd die Gefahren nicht zu erkennen? Sie machen das Land im Außenbild lächerlich mit solchen Entscheidungen!!Bitte rational denken!;Choose�
317;317;17624;17624;@janoschdahmen @dieschmidt @till_steffen @MAStrackZi @KatrinHelling @DirkWieseSPD Janosch, es ist vorbei, check es doch endlich! Du machst dich unendlich lächerlich, haste diese Woche ja bereits eindrucksvoll bewiesen #pandemieende #JanoschGoHome 🤷🏻‍♂️;Choose�
318;318;83553;83553;@suddha_bugger @Moni61392162 @janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Ich glaube was sie sich in die Haare schmiert geht dich einen scheiss an. Genauso verhält es sich auch mit dem was man sich in den Arm spritzen lässt.;Choose�
319;319;13486;13486;"@RenateKuenast @AFPde Wenn Webmaster mal eben den Genesenenstatus von 6 auf 3 Monate reduzieren, finden Sie das sicher ganz dufte… 
Ihr seid die größten Heuchler! 
#MyBodyMyChoice 
#GameOver";Choose�
320;320;70865;70865;@KathrinAnna Ja genau, wie die Bürger! Deren Einwände nerven die Grünen ja auch!🤦🏼‍♀️;Choose�
321;321;69069;69069;@StBrandner Afd 2020 - corona existiert nicht. Afd 2022 - geht auf die Straße um gegen corona Maßnahmen zu protestieren. Ihr denkt also ihr habt den Plan im Sack?;Choose�
322;322;84834;84834;@ben_brechtken @GoeringEckardt Bist Argo Nerd zuvorgekommen?🤣;Choose�
323;323;20221;20221;@OlafScholz Man oh man, wann „hauen“ Sie ab!? 4 Jahre hält das kein Mensch aus. Bitte zurücktreten, größter Geisterfahrer in der EU☺️ Sie Wechsel ihre Meinung öfters, als die meisten Ihre Unnerbuchse 🤒;Choose�
324;324;33547;33547;@TychoBrahe_real @_FriedrichMerz Ach die in der cdu/csu müssen immer abstrafen. Laschet wäre es noch, wenn er knapp verloren hätte. Ist immer so. Die sind alle so erhaben in dieser Partei. Das ist unglaublich stupide und altbacken. Altdeutsches Politikerdasein. Berechtigung durch antike Erscheinung. 😂;Choose�
325;325;81883;81883;@StuelpnerKarle @MatthiasHauer @GansGruen Vooodooo und gottlos, da hast du ja genau das richtige Profilbild dazu, Troll.🤡🤦‍♀️;Choose�
326;326;17020;17020;@Monique1984C @lime_green_leni Die ja gut ausheilt, wenn rechtzeitig erkannt. Nach 10 Jahren nur 40% Chance zu sterben. Wo liegt dann da das Problem? No Risk, no Fun.;Choose�
327;327;77074;77074;@ronzheimer @ABaerbock @c_lindner Du bist so ein lächerlicher Wendehals. Wenn hier die Lichter und die Heizungen ausgehen, weil ebendiese Lieferungen nicht mehr stattfinden, werden du und #HaltDieFresseBild, die ersten sein die wieder hetzen. 1/2;Choose�
328;328;69530;69530;@afdbadkreuznach @StBrandner Ich glaube ihr verwechselt da was  (kommt ja immer  öfter vor bei eurer absolut inkompetenten Versager Partei😁).Ich finde  euch  durchaus  amüsant. Ich  habe  in den letzten Jahren selten so viel gelacht wie über  eure wirren Ideen und Ansichten😁;Choose�
329;329;15071;15071;@hubertus_heil DAS will keiner wissen. Mittlerweile haben wir die Bundesregierung und fast alle Abgeordneten durch. An was zum Geier leidet ihr? Profilneurose? Mitleid erhaschen? Wenn du krank bist bleib zu Hause und nerv die Nation nicht mit solch unwichtigem Mist. 🤢🤢;Choose�
330;330;79196;79196;Okay, genug ist genug. Ab sofort blocke ich Personen, die arrogant postulieren, dass sich Bürgerinnen und Bürger nicht mehr am demokratischen Diskurs beteiligen sollen. Denn auf nichts anderes laufen die Sprüche hinaus. @DJanecek hat die Ehre, als erstes davon betroffen zu sein. https://t.co/xM4CfnARl2;Choose�
331;331;45699;45699;"@axellauer_de @drluebbers @Karl_Lauterbach Eine berechtige Frage. Denn wir haben hier eine massive Kommunikationskrise. Und die ""Homöopathie-Kritiker"" sind ein großer Hauptteil davon.";Choose�
332;332;68613;68613;"@StBrandner Wer täglich andere mit Dreck bewirft, sollte sich nicht über Gegenwind beschweren!
Gehen Sie in Ihr Kämmerlein und heulen Sie leise!";Choose�
333;333;1955;1955;"@BriHasselmann @SWagenknecht 🙈🖕🏻grüne Khmer 🤮
Kriegstreiber, Pädarasten und steigen mit jedem Lobbyisten ins Bett. Selbst an völkerrechtswidrigen Kriegen beteiligt, aber Moralapostel spielen wollen. 
Ps. Der Trog von dem Sie alle fressen ist demnächst weg und davor habt ihr Angst. 99% unfähige 🤡🖕🏻😎";Choose�
334;334;15806;15806;@pjanik_otm @Pauer43797602 @Timon_Gremmels Man muss dir lassen, du bist echt überall. Sowas wie der Troll des Jahres.;Choose�
335;335;67984;67984;@StBrandner Sagt jemand, der sich bei Problemen in einer Toilette versteckt. Die große Klappe ist nur durch massive Selbstüberschätzung zu erklären. Ich will mir gar nicht ausmalen, was wäre würde euer brauner Schmodder Verein 🇩🇪 regieren. Euren Fans würde ich es aber mal gönnen.. 1/n;Choose�
336;336;12636;12636;@RenateKuenast Wie ignorant kann man sein? Damit meine ich Sie.;Choose�
337;337;44327;44327;"@riglab1 @MareikePadel @Klaus_Junke @Hopps25 @WDRaktuell @Karl_Lauterbach @fdpbt @C_Linder @fdp_nrw Ich hab nicht mal einen Plan, was ""Woko"" sein soll. Aber danke.🤣Ich hab nur n Haufen Freunde, die eben keine Weißen sind und diesen Begriff für sich benutzen, wenn sie über sich reden. Von daher empfinde ich es als Weißer korrekt diesen Begriff zu benutzen.";Choose�
338;338;6297;6297;@Beatrix_vStorch Seit wann hat die AfD einen Kurs ? Und seit wann kann Frau von Storch schreiben ?;Choose�
339;339;75849;75849;@DJanecek Schon wieder so eine Avocado.... außen grün und der Kern richtig braun.;Choose�
